species,card_short_name,count,gene_list
Enterobacter cloacae,MCR-9.1,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,armA,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,AAC(6')-Ib7,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,rsmA,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,QnrS1,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,qacE,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,aadA12,1,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Enterobacter cloacae,Ecol_EFTu_PLV,21,"['Ecol_EFTu_PLV', 'tet(A)', 'Ecol_catII', 'aadA16', 'OXA-1', 'QnrS1', 'armA', 'rsmA', 'aadA12', 'MCR-9.1', 'catB3', 'QnrB68', ""AAC(6')-Ib9"", 'qacE', 'sul1', ""AAC(6')-Ib7"", 'CRP', 'FosA2', ""APH(3'')-Ib"", ""ANT(3'')-IIa"", ""APH(3')-Ia"", 'LAP-2', 'eptB', ""AAC(6')-Ib'"", ""AAC(6')-Ib4""]"
Anaerostipes hadrus,tet(O),1,['tet(O)']
Providencia alcalifaciens,tet(45),1,['tet(45)']
Aeromonas hydrophila,QnrB13,1,"['cmlA5', 'tet(A)', 'QnrB13', 'catI']"
Aeromonas hydrophila,catI,1,"['cmlA5', 'tet(A)', 'QnrB13', 'catI']"
Aeromonas hydrophila,cmlA5,1,"['cmlA5', 'tet(A)', 'QnrB13', 'catI']"
Aeromonas hydrophila,tet(A),1,"['cmlA5', 'tet(A)', 'QnrB13', 'catI']"
Brucella suis,tet(C),1,['tet(C)']
Plesiomonas shigelloides,floR,1,['floR']
Phocaeicola vulgatus,tet(Q),25,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Phocaeicola vulgatus,ErmF,9,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Phocaeicola vulgatus,ErmB,1,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Phocaeicola vulgatus,CfxA2,1,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Phocaeicola vulgatus,CfxA4,1,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Phocaeicola vulgatus,ErmC,1,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Phocaeicola vulgatus,Lreu_cat-TC,1,"['tet(Q)', 'CfxA2', 'CfxA4', 'ErmB', 'Lreu_cat-TC', 'ErmC', 'ErmF']"
Enterobacter asburiae,APH(6)-Id,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,SHV-12,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,rsmA,3,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,AAC(6')-Ib-cr5,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,H-NS,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,ANT(2'')-Ia,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,aadA16,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,EreA2,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,CTX-M-52,2,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,CTX-M-155,2,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,CTX-M-109,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,CRP,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,APH(3'')-Ib,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,CTX-M-225,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,marA,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,AAC(6')-Ib3,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,sul1,2,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,DHA-7,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,MCR-9.1,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,ANT3Ii_AAC6_IID,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,VIM-2,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,QnrB19,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,arr-3,1,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Enterobacter asburiae,Ecol_EFTu_PLV,35,"[""AAC(6')-Ib3"", 'Ecol_EFTu_PLV', 'aadA16', 'VIM-2', ""AAC(6')-Ib-cr5"", 'APH(6)-Id', 'EreA2', 'rsmA', 'MCR-9.1', 'CTX-M-52', 'marA', 'arr-3', 'CTX-M-225', 'sul1', 'DHA-7', 'SHV-12', 'CTX-M-155', 'CRP', ""APH(3'')-Ib"", 'ANT3Ii_AAC6_IID', 'QnrB19', ""ANT(2'')-Ia"", 'CTX-M-109', 'H-NS']"
Bifidobacterium animalis,mdtM,1,['mdtM']
Mycobacterium avium,eptA,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,emrR,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,mdtM,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,emrY,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,emrB,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,emrA,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,baeS,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,CTX-M-238,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Mycobacterium avium,Ecol_AcrR_MULT,1,"['emrB', 'CTX-M-238', 'emrA', 'mdtM', 'baeS', 'Ecol_AcrR_MULT', 'emrY', 'emrR', 'eptA']"
Pseudomonas stutzeri,APH(6)-Id,1,"[""ANT(3'')-IIa"", 'vanR_in_vanA_cl', 'vanY_in_vanA_cl', 'vanS_in_vanA_cl', 'APH(6)-Id']"
Pseudomonas stutzeri,vanY_in_vanA_cl,1,"[""ANT(3'')-IIa"", 'vanR_in_vanA_cl', 'vanY_in_vanA_cl', 'vanS_in_vanA_cl', 'APH(6)-Id']"
Pseudomonas stutzeri,vanR_in_vanA_cl,1,"[""ANT(3'')-IIa"", 'vanR_in_vanA_cl', 'vanY_in_vanA_cl', 'vanS_in_vanA_cl', 'APH(6)-Id']"
Pseudomonas stutzeri,vanS_in_vanA_cl,1,"[""ANT(3'')-IIa"", 'vanR_in_vanA_cl', 'vanY_in_vanA_cl', 'vanS_in_vanA_cl', 'APH(6)-Id']"
Pseudomonas stutzeri,ANT(3'')-IIa,1,"[""ANT(3'')-IIa"", 'vanR_in_vanA_cl', 'vanY_in_vanA_cl', 'vanS_in_vanA_cl', 'APH(6)-Id']"
Bordetella bronchiseptica,sul2,1,"['TEM-116', 'MCR-1.9', 'sul2']"
Bordetella bronchiseptica,TEM-116,1,"['TEM-116', 'MCR-1.9', 'sul2']"
Bordetella bronchiseptica,MCR-1.9,1,"['TEM-116', 'MCR-1.9', 'sul2']"
Shigella flexneri,CRP,1,"['Ecol_emrE', 'emrA', 'Ecol_EFTu_PLV', 'acrB', 'mdtP', 'Ecol_acrA', 'APH(6)-Id', 'AcrF', 'dfrA1', 'Hinf_PBP3_BLA', 'cpxA', 'mdtN', 'emrY', 'tet(D)', 'aadA8', 'acrD', 'tet(B)', 'catI', 'marA', 'mdtB', 'msbA', 'tetR', 'baeS', 'Ecol_mdfA', 'Kpne_KpnE', 'mphA', 'emrR', 'Ecol_GlpT_FOF', 'CRP', 'aadA24', 'PmrF', ""APH(3'')-Ib"", 'mdtC', ""ANT(3'')-IIa"", 'mdtH', 'evgA', 'emrK', 'Ecol_MarR_MULT', 'gadX', 'TolC', 'Kpne_KpnF', 'dfrA14', 'mdtO', 'LAP-2', 'aadA', 'qacJ', 'Ecol_gyrA_FLO', 'mdtF', 'OXA-1', 'ugd', 'H-NS', 'sul2', 'aadA15']"
Shigella flexneri,PmrF,4,"['Ecol_emrE', 'emrA', 'Ecol_EFTu_PLV', 'acrB', 'mdtP', 'Ecol_acrA', 'APH(6)-Id', 'AcrF', 'dfrA1', 'Hinf_PBP3_BLA', 'cpxA', 'mdtN', 'emrY', 'tet(D)', 'aadA8', 'acrD', 'tet(B)', 'catI', 'marA', 'mdtB', 'msbA', 'tetR', 'baeS', 'Ecol_mdfA', 'Kpne_KpnE', 'mphA', 'emrR', 'Ecol_GlpT_FOF', 'CRP', 'aadA24', 'PmrF', ""APH(3'')-Ib"", 'mdtC', ""ANT(3'')-IIa"", 'mdtH', 'evgA', 'emrK', 'Ecol_MarR_MULT', 'gadX', 'TolC', 'Kpne_KpnF', 'dfrA14', 'mdtO', 'LAP-2', 'aadA', 'qacJ', 'Ecol_gyrA_FLO', 'mdtF', 'OXA-1', 'ugd', 'H-NS', 'sul2', 'aadA15']"
Shigella flexneri,ugd,3,"['Ecol_emrE', 'emrA', 'Ecol_EFTu_PLV', 'acrB', 'mdtP', 'Ecol_acrA', 'APH(6)-Id', 'AcrF', 'dfrA1', 'Hinf_PBP3_BLA', 'cpxA', 'mdtN', 'emrY', 'tet(D)', 'aadA8', 'acrD', 'tet(B)', 'catI', 'marA', 'mdtB', 'msbA', 'tetR', 'baeS', 'Ecol_mdfA', 'Kpne_KpnE', 'mphA', 'emrR', 'Ecol_GlpT_FOF', 'CRP', 'aadA24', 'PmrF', ""APH(3'')-Ib"", 'mdtC', ""ANT(3'')-IIa"", 'mdtH', 'evgA', 'emrK', 'Ecol_MarR_MULT', 'gadX', 'TolC', 'Kpne_KpnF', 'dfrA14', 'mdtO', 'LAP-2', 'aadA', 'qacJ', 'Ecol_gyrA_FLO', 'mdtF', 'OXA-1', 'ugd', 'H-NS', 'sul2', 'aadA15']"
Shigella flexneri,mdtC,11,"['Ecol_emrE', 'emrA', 'Ecol_EFTu_PLV', 'acrB', 'mdtP', 'Ecol_acrA', 'APH(6)-Id', 'AcrF', 'dfrA1', 'Hinf_PBP3_BLA', 'cpxA', 'mdtN', 'emrY', 'tet(D)', 'aadA8', 'acrD', 'tet(B)', 'catI', 'marA', 'mdtB', 'msbA', 'tetR', 'baeS', 'Ecol_mdfA', 'Kpne_KpnE', 'mphA', 'emrR', 'Ecol_GlpT_FOF', 'CRP', 'aadA24', 'PmrF', ""APH(3'')-Ib"", 'mdtC', ""ANT(3'')-IIa"", 'mdtH', 'evgA', 'emrK', 'Ecol_MarR_MULT', 'gadX', 'TolC', 'Kpne_KpnF', 'dfrA14', 'mdtO', 'LAP-2', 'aadA', 'qacJ', 'Ecol_gyrA_FLO', 'mdtF', 'OXA-1', 'ugd', 'H-NS', 'sul2', 'aadA15']"
Shigella flexneri,mdtB,3,"['Ecol_emrE', 'emrA', 'Ecol_EFTu_PLV', 'acrB', 'mdtP', 'Ecol_acrA', 'APH(6)-Id', 'AcrF', 'dfrA1', 'Hinf_PBP3_BLA', 'cpxA', 'mdtN', 'emrY', 'tet(D)', 'aadA8', 'acrD', 'tet(B)', 'catI', 'marA', 'mdtB', 'msbA', 'tetR', 'baeS', 'Ecol_mdfA', 'Kpne_KpnE', 'mphA', 'emrR', 'Ecol_GlpT_FOF', 'CRP', 'aadA24', 'PmrF', ""APH(3'')-Ib"", 'mdtC', ""ANT(3'')-IIa"", 'mdtH', 'evgA', 'emrK', 'Ecol_MarR_MULT', 'gadX', 'TolC', 'Kpne_KpnF', 'dfrA14', 'mdtO', 'LAP-2', 'aadA', 'qacJ', 'Ecol_gyrA_FLO', 'mdtF', 'OXA-1', 'ugd', 'H-NS', 'sul2', 'aadA15']"
Shigella flexneri,aadA24,1,"['Ecol_emrE', 'emrA', 'Ecol_EFTu_PLV', 'acrB', 'mdtP', 'Ecol_acrA', 'APH(6)-Id', 'AcrF', 'dfrA1', 'Hinf_PBP3_BLA', 'cpxA', 'mdtN', 'emrY', 'tet(D)', 'aadA8', 'acrD', 'tet(B)', 'catI', 'marA', 'mdtB', 'msbA', 'tetR', 'baeS', 'Ecol_mdfA', 'Kpne_KpnE', 'mphA', 'emrR', 'Ecol_GlpT_FOF', 'CRP', 'aadA24', 'PmrF', ""APH(3'')-Ib"", 'mdtC', ""ANT(3'')-IIa"", 'mdtH', 'evgA', 'emrK', 'Ecol_MarR_MULT', 'gadX', 'TolC', 'Kpne_KpnF', 'dfrA14', 'mdtO', 'LAP-2', 'aadA', 'qacJ', 'Ecol_gyrA_FLO', 'mdtF', 'OXA-1', 'ugd', 'H-NS', 'sul2', 'aadA15']"
