Prevalence Sequence ID,CARD Short Name,species_count
284241,Hpyl_pbp1_AMX,1
284240,Hpyl_rpoB_RIF,1
284239,Hpyl_pbp2_AMX,1
284228,Cacn_16S_TET,1
284237,Hpyl_rdxA_MTZ,1
284236,Hpyl_23S_CLR,1
284235,Hpyl_fxrA_MTZ,1
284234,Hpyl_pbp1_AMX,1
284233,Hpyl_pbp2_AMX,1
284232,hp1181,1
284231,Hpyl_rdxA_MTZ,1
284230,Cacn_gyrA_FLO,1
284229,Cacn_gyrA_FLO,1
284238,hp1181,1
284652,Hpyl_pbp2_AMX,1
284651,Hpyl_rdxA_MTZ,1
284650,Hpyl_rdxA_MTZ,1
284649,hp1181,1
284648,Hpyl_23S_CLR,1
284647,Hpyl_23S_CLR,1
284646,Hpyl_pbp1_AMX,1
284645,Hpyl_pbp2_AMX,1
284440,Hpyl_23S_CLR,1
284643,hp1181,1
284642,Hpyl_rdxA_MTZ,1
284641,Hpyl_23S_CLR,1
284640,Hpyl_23S_CLR,1
284639,Hpyl_pbp1_AMX,1
284638,Hpyl_pbp2_AMX,1
284637,Hpyl_pbp3_AMX,1
284636,hp1181,1
284635,Hpyl_rdxA_MTZ,1
284644,Hpyl_pbp3_AMX,1
284671,Hpyl_rdxA_MTZ,1
284670,Hpyl_23S_CLR,1
284669,Hpyl_gyrA_FLO,1
284668,Hpyl_pbp2_AMX,1
284667,Hpyl_pbp3_AMX,1
284666,Hpyl_pbp1_AMX,1
284665,hp1181,1
284664,Hpyl_23S_CLR,1
284653,Hpyl_gyrA_FLO,1
284662,Hpyl_pbp1_AMX,1
284661,Hpyl_gyrA_FLO,1
284660,Hpyl_fxrA_MTZ,1
284659,Hpyl_pbp2_AMX,1
284658,hp1181,1
284657,Hpyl_rdxA_MTZ,1
284656,Hpyl_23S_CLR,1
284655,Hpyl_rpoB_RIF,1
284654,Hpyl_pbp1_AMX,1
284663,Hpyl_rpoB_RIF,1
284613,Hpyl_23S_CLR,1
284612,Hpyl_gyrA_FLO,1
284611,Hpyl_pbp1_AMX,1
284610,Hpyl_pbp2_AMX,1
284609,hp1181,1
284608,Hpyl_rdxA_MTZ,1
284607,Hpyl_23S_CLR,1
284606,Hpyl_rpoB_RIF,1
284634,Hpyl_23S_CLR,1
284604,Hpyl_fxrA_MTZ,1
284603,Hpyl_pbp1_AMX,1
284602,hp1181,1
284601,Hpyl_rdxA_MTZ,1
284600,Hpyl_23S_CLR,1
284599,Hpyl_pbp2_AMX,1
284598,Hpyl_pbp1_AMX,1
284597,Hpyl_fxrA_MTZ,1
284596,hp1181,1
284605,Hpyl_pbp2_AMX,1
284633,Hpyl_gyrA_FLO,1
284632,Hpyl_pbp1_AMX,1
284631,Hpyl_pbp2_AMX,1
284630,Hpyl_rdxA_MTZ,1
284629,hp1181,1
284628,Hpyl_23S_CLR,1
284627,Hpyl_pbp2_AMX,1
284626,Hpyl_rpoB_RIF,1
284625,Hpyl_gyrA_FLO,1
284614,Hpyl_23S_CLR,1
284623,Hpyl_pbp1_AMX,1
284622,hp1181,1
284621,Hpyl_rdxA_MTZ,1
284620,Hpyl_23S_CLR,1
284619,Hpyl_rpoB_RIF,1
284618,Hpyl_pbp1_AMX,1
284617,Hpyl_pbp2_AMX,1
284616,hp1181,1
284615,Hpyl_rdxA_MTZ,1
284624,Hpyl_fxrA_MTZ,1
284729,Hpyl_rdxA_MTZ,1
284728,Hpyl_rdxA_MTZ,1
284727,Hpyl_23S_CLR,1
284726,Hpyl_rpoB_RIF,1
284725,Hpyl_pbp1_AMX,1
284724,Hpyl_pbp2_AMX,1
284723,Hpyl_rdxA_MTZ,1
284722,hp1181,1
284672,hp1181,1
284720,Hpyl_pbp2_AMX,1
284719,Hpyl_pbp1_AMX,1
284718,Hpyl_rdxA_MTZ,1
284717,hp1181,1
284716,Hpyl_23S_CLR,1
284715,Hpyl_pbp2_AMX,1
284714,Hpyl_pbp1_AMX,1
284713,Hpyl_rpoB_RIF,1
284712,hp1181,1
284721,Hpyl_23S_CLR,1
284748,Hpyl_fxrA_MTZ,1
284747,Hpyl_pbp1_AMX,1
284746,Hpyl_pbp2_AMX,1
284745,hp1181,1
284744,Hpyl_rdxA_MTZ,1
284743,Hpyl_23S_CLR,1
284742,Hpyl_rpoB_RIF,1
284741,Hpyl_fxrA_MTZ,1
284730,hp1181,1
284739,Hpyl_pbp2_AMX,1
284738,Hpyl_rdxA_MTZ,1
284737,Hpyl_rdxA_MTZ,1
284736,hp1181,1
284735,Hpyl_23S_CLR,1
284734,Hpyl_rpoB_RIF,1
284733,Hpyl_fxrA_MTZ,1
284732,Hpyl_pbp1_AMX,1
284731,Hpyl_pbp2_AMX,1
284740,Hpyl_pbp1_AMX,1
284690,hp1181,1
284689,Hpyl_23S_CLR,1
284688,Hpyl_pbp2_AMX,1
284687,Hpyl_gyrA_FLO,1
284686,Hpyl_pbp1_AMX,1
284685,Hpyl_rdxA_MTZ,1
284684,hp1181,1
284683,Hpyl_23S_CLR,1
284711,Hpyl_23S_CLR,1
284681,Hpyl_fxrA_MTZ,1
284680,Hpyl_rpoB_RIF,1
284679,Hpyl_pbp2_AMX,1
284678,Hpyl_rdxA_MTZ,1
284677,hp1181,1
284676,Hpyl_23S_CLR,1
284675,Hpyl_pbp2_AMX,1
284674,Hpyl_pbp3_AMX,1
284673,Hpyl_pbp1_AMX,1
284682,Hpyl_pbp1_AMX,1
284710,Hpyl_pbp2_AMX,1
284709,Hpyl_rpoB_RIF,1
284708,Hpyl_pbp1_AMX,1
284707,hp1181,1
284706,Hpyl_rdxA_MTZ,1
284705,Hpyl_23S_CLR,1
284704,Hpyl_pbp1_AMX,1
284703,Hpyl_pbp2_AMX,1
284702,Hpyl_rpoB_RIF,1
284691,Hpyl_pbp1_AMX,1
284700,hp1181,1
284699,Hpyl_23S_CLR,1
284698,Hpyl_fxrA_MTZ,1
284697,Hpyl_pbp1_AMX,1
284696,Hpyl_pbp2_AMX,1
284695,hp1181,1
284694,Hpyl_rdxA_MTZ,1
284693,Hpyl_23S_CLR,1
284692,Hpyl_pbp2_AMX,1
284701,Hpyl_rdxA_MTZ,1
284497,Hpyl_pbp2_AMX,1
284496,hp1181,1
284495,Hpyl_rdxA_MTZ,1
284494,Hpyl_23S_CLR,1
284493,Hpyl_pbp1_AMX,1
284492,Hpyl_fxrA_MTZ,1
284491,Hpyl_rpoB_RIF,1
284490,Hpyl_pbp2_AMX,1
284595,Hpyl_rdxA_MTZ,1
284488,Hpyl_rdxA_MTZ,1
284487,Hpyl_23S_CLR,1
284486,Hpyl_rpoB_RIF,1
284485,Hpyl_fxrA_MTZ,1
284484,Hpyl_pbp1_AMX,1
284483,Hpyl_gyrA_FLO,1
284482,Hpyl_pbp2_AMX,1
284481,Hpyl_pbp3_AMX,1
284480,Hpyl_rdxA_MTZ,1
284489,hp1181,1
284516,Hpyl_23S_CLR,1
284515,Hpyl_pbp2_AMX,1
284514,Hpyl_pbp1_AMX,1
284513,Hpyl_fxrA_MTZ,1
284512,Hpyl_rpoB_RIF,1
284511,Hpyl_rdxA_MTZ,1
284510,hp1181,1
284509,Hpyl_23S_CLR,1
284498,Hpyl_rpoB_RIF,1
284507,Hpyl_fxrA_MTZ,1
284506,Hpyl_pbp1_AMX,1
284505,Hpyl_pbp2_AMX,1
284504,Hpyl_rdxA_MTZ,1
284503,hp1181,1
284502,Hpyl_23S_CLR,1
284501,Hpyl_gyrA_FLO,1
284500,Hpyl_fxrA_MTZ,1
284499,Hpyl_pbp1_AMX,1
284508,Hpyl_rpoB_RIF,1
284458,Hpyl_rpoB_RIF,1
284457,Hpyl_pbp1_AMX,1
284456,Hpyl_pbp2_AMX,1
284455,Hpyl_rdxA_MTZ,1
284454,hp1181,1
284453,Hpyl_23S_CLR,1
284452,Hpyl_pbp2_AMX,1
284451,Hpyl_pbp1_AMX,1
284479,hp1181,1
284449,hp1181,1
284448,Hpyl_rdxA_MTZ,1
284447,Hpyl_23S_CLR,1
284446,Hpyl_pbp2_AMX,1
284445,Hpyl_pbp1_AMX,1
284444,Hpyl_fxrA_MTZ,1
284443,Hpyl_gyrA_FLO,1
284442,hp1181,1
284441,Hpyl_rdxA_MTZ,1
284450,Hpyl_fxrA_MTZ,1
284478,Hpyl_23S_CLR,1
284477,Hpyl_pbp2_AMX,1
284476,Hpyl_pbp1_AMX,1
284475,Hpyl_rpoB_RIF,1
284474,hp1181,1
284473,Hpyl_23S_CLR,1
284472,Hpyl_pbp2_AMX,1
284471,Hpyl_pbp1_AMX,1
284470,Hpyl_gyrA_FLO,1
284459,Hpyl_23S_CLR,1
284468,Hpyl_rdxA_MTZ,1
284467,hp1181,1
284466,Hpyl_23S_CLR,1
284465,Hpyl_pbp2_AMX,1
284464,Hpyl_pbp1_AMX,1
284463,Hpyl_rpoB_RIF,1
284462,Hpyl_fxrA_MTZ,1
284461,Hpyl_rdxA_MTZ,1
284460,hp1181,1
284469,Hpyl_rdxA_MTZ,1
284574,Hpyl_rdxA_MTZ,1
284573,Hpyl_23S_CLR,1
284572,Hpyl_rpoB_RIF,1
284571,Hpyl_pbp1_AMX,1
284570,Hpyl_fxrA_MTZ,1
284569,Hpyl_pbp2_AMX,1
284568,hp1181,1
284567,Hpyl_rdxA_MTZ,1
284517,Hpyl_rdxA_MTZ,1
284565,Hpyl_pbp1_AMX,1
284564,Hpyl_fxrA_MTZ,1
284563,Hpyl_pbp3_AMX,1
284562,Hpyl_pbp2_AMX,1
284561,Hpyl_rdxA_MTZ,1
284560,hp1181,1
284559,Hpyl_23S_CLR,1
284558,Hpyl_gyrA_FLO,1
284557,Hpyl_pbp2_AMX,1
284566,Hpyl_23S_CLR,1
284594,Hpyl_23S_CLR,1
284593,Hpyl_rpoB_RIF,1
284592,Hpyl_fxrA_MTZ,1
284591,Hpyl_pbp1_AMX,1
284590,Hpyl_pbp2_AMX,1
284589,hp1181,1
284588,Hpyl_rdxA_MTZ,1
284587,Hpyl_rdxA_MTZ,1
284586,Hpyl_23S_CLR,1
284575,hp1181,1
284584,Hpyl_fxrA_MTZ,1
284583,Hpyl_pbp1_AMX,1
284582,hp1181,1
284581,Hpyl_rdxA_MTZ,1
284580,Hpyl_23S_CLR,1
284579,Hpyl_pbp1_AMX,1
284578,Hpyl_fxrA_MTZ,1
284577,Hpyl_pbp2_AMX,1
284576,Hpyl_rpoB_RIF,1
284585,Hpyl_pbp2_AMX,1
284535,Hpyl_rpoB_RIF,1
284534,Hpyl_fxrA_MTZ,1
284533,hp1181,1
284532,hp1181,1
284531,Hpyl_rdxA_MTZ,1
284530,Hpyl_pbp2_AMX,1
284529,Hpyl_23S_CLR,1
284528,Hpyl_rpoB_RIF,1
284556,Hpyl_pbp1_AMX,1
284526,Hpyl_pbp1_AMX,1
284525,Hpyl_pbp2_AMX,1
284524,Hpyl_rdxA_MTZ,1
284523,hp1181,1
284522,Hpyl_23S_CLR,1
284521,Hpyl_rpoB_RIF,1
284520,Hpyl_fxrA_MTZ,1
284519,Hpyl_pbp1_AMX,1
284518,Hpyl_pbp2_AMX,1
284527,Hpyl_fxrA_MTZ,1
284555,Hpyl_fxrA_MTZ,1
284554,Hpyl_rpoB_RIF,1
284553,Hpyl_rdxA_MTZ,1
284552,hp1181,1
284551,Hpyl_23S_CLR,1
284550,Hpyl_gyrA_FLO,1
284549,Hpyl_pbp1_AMX,1
284548,Hpyl_pbp2_AMX,1
284547,Hpyl_rdxA_MTZ,1
284536,Hpyl_pbp1_AMX,1
284545,Hpyl_23S_CLR,1
284544,Hpyl_pbp2_AMX,1
284543,Hpyl_rpoB_RIF,1
284542,Hpyl_pbp1_AMX,1
284541,Hpyl_fxrA_MTZ,1
284540,hp1181,1
284539,Hpyl_rdxA_MTZ,1
284538,Hpyl_23S_CLR,1
284537,Hpyl_pbp2_AMX,1
284546,hp1181,1
283718,ANT(2'')-Ia,1
283717,Ecol_EFTu_PLV,1
283716,Ecol_EFTu_PLV,1
283715,adeF,1
283714,Ecol_EFTu_PLV,1
283713,NDM-1,1
283712,Ecol_EFTu_PLV,1
283711,Hinf_PBP3_BLA,1
284129,tet(36),1
283709,adeF,1
283708,tet(59),1
283707,Kpne_KpnH,1
283706,Ecol_EFTu_PLV,1
283705,CRP,1
283704,adeF,1
283703,tet(59),1
283702,Kpne_KpnH,1
283701,qacG,1
283710,Ecol_EFTu_PLV,1
283737,Hinf_PBP3_BLA,1
283736,adeF,1
283735,Ecol_EFTu_PLV,1
283734,Hinf_PBP3_BLA,1
283733,Ecol_EFTu_PLV,1
283732,tet(59),1
283731,qacJ,1
283730,qacG,1
283719,sul1,1
283728,CRP,1
283727,Ecol_EFTu_PLV,1
283726,Hinf_PBP3_BLA,1
283725,Ecol_EFTu_PLV,1
283724,adeF,1
283723,Kpne_KpnH,1
283722,CRP,1
283721,Ecol_EFTu_PLV,1
283720,ANT(2'')-Ia,1
283729,adeF,1
283679,qacJ,1
283678,Kpne_KpnF,1
283677,Kpne_KpnH,1
283676,CRP,1
283675,Hinf_PBP3_BLA,1
283674,Ecol_EFTu_PLV,1
283673,Kpne_KpnF,1
283672,qacJ,1
283700,Ecol_EFTu_PLV,1
283670,Kpne_KpnH,1
283669,adeF,1
283668,tet(59),1
283667,CRP,1
283666,adeF,1
283665,sul2,1
283664,Hinf_PBP3_BLA,1
283663,Ecol_EFTu_PLV,1
283662,aadA,1
283671,qacJ,1
283699,Kpne_KpnH,1
283698,tet(59),1
283697,adeF,1
283696,Kpne_KpnF,1
283695,qacJ,1
283694,CRP,1
283693,Hinf_PBP3_BLA,1
283692,Kpne_KpnH,1
283691,Kpne_KpnF,1
283680,adeF,1
283689,CRP,1
283688,qacJ,1
283687,qacG,1
283686,qacJ,1
283685,Ecol_EFTu_PLV,1
283684,Hinf_PBP3_BLA,1
283683,Ecol_EFTu_PLV,1
283682,qacJ,1
283681,tet(59),1
283690,adeF,1
283795,Cdif_23S_MULT,1
283794,Ecol_EFTu_PLV,1
283793,Ecol_EFTu_PLV,1
283792,Hinf_PBP3_BLA,1
283791,adeF,1
283790,mdtP,1
283789,mdtH,1
283788,Ecol_EFTu_PLV,1
283738,Ecol_EFTu_PLV,1
283786,Ecol_EFTu_PLV,1
283785,AAC(6')-Ib7,1
283784,Ecol_EFTu_PLV,1
283783,Sser_gyrB_FLO,1
283782,Ecol_EFTu_PLV,1
283781,APH(3')-VIa,1
283780,QnrD1,1
283779,QnrD1,1
283778,tet(59),1
283787,Hinf_PBP3_BLA,1
283814,Ecol_EFTu_PLV,1
283813,Ecol_EFTu_PLV,1
283812,tet(59),1
283811,Kpne_KpnH,1
283810,Kpne_KpnF,1
283809,qacJ,1
283808,adeF,1
283807,CRP,1
283796,qacJ,1
283805,adeF,1
283804,tet(59),1
283803,qacG,1
283802,Kpne_KpnH,1
283801,Ecol_EFTu_PLV,1
283800,VEB-1,1
283799,sul1,1
283798,sul1,1
283797,qacEdelta1,1
283806,Ecol_EFTu_PLV,1
283756,AAC(6')-Ib8,1
283755,adeF,1
283754,tet(59),1
283753,Ecol_EFTu_PLV,1
283752,ANT(2'')-Ia,1
283751,Ecol_EFTu_PLV,1
283750,Hinf_PBP3_BLA,1
283749,dfrA1,1
283777,tet(D),1
283747,linG,1
283746,sul1,1
283745,Hinf_PBP3_BLA,1
283744,Ecol_EFTu_PLV,1
283743,CMY-30,1
283742,ANT(3'')-IIa,1
283741,Kpne_KpnH,1
283740,adeF,1
283739,Ecol_EFTu_PLV,1
283748,AAC(6')-Ib8,1
283776,tet(59),1
283775,Kpne_KpnH,1
283774,Ecol_EFTu_PLV,1
283773,Hinf_PBP3_BLA,1
283772,Kpne_KpnF,1
283771,CRP,1
283770,adeF,1
283769,qacG,1
283768,Ecol_EFTu_PLV,1
283757,SAT-2,1
283766,AAC(6')-Ib10,1
283765,Hinf_PBP3_BLA,1
283764,Ecol_EFTu_PLV,1
283763,Hinf_PBP3_BLA,1
283762,Ecol_EFTu_PLV,1
283761,adeF,1
283760,Hinf_PBP3_BLA,1
283759,Kpne_KpnH,1
283758,Ecol_EFTu_PLV,1
283767,ANT(3'')-IIa,1
283563,tet(59),1
283562,adeF,1
283561,CRP,1
283560,Ecol_EFTu_PLV,1
283559,Kpne_KpnH,1
283558,tet(59),1
283557,Ecol_EFTu_PLV,1
283556,Hinf_PBP3_BLA,1
283661,Kpne_KpnF,1
283554,tet(59),1
283553,QnrD1,1
283552,PER-12,1
283551,Kpne_KpnH,1
283550,adeF,1
283549,Hinf_PBP3_BLA,1
283548,Ecol_EFTu_PLV,1
283547,adeF,1
283546,Hinf_PBP3_BLA,1
283555,Ecol_EFTu_PLV,1
283582,Hinf_PBP3_BLA,1
283581,Ecol_EFTu_PLV,1
283580,FOX-14,1
283579,CRP,1
283578,adeF,1
283577,qacG,1
283576,VEB-3,1
283575,ANT(2'')-Ia,1
283564,qacG,1
283573,CRP,1
283572,Ecol_EFTu_PLV,1
283571,ANT(2'')-Ia,1
283570,sul1,1
283569,ANT(2'')-Ia,1
283568,Ecol_EFTu_PLV,1
283567,Hinf_PBP3_BLA,1
283566,qacJ,1
283565,Kpne_KpnH,1
283574,ANT(3'')-IIa,1
283524,qacG,1
283523,adeF,1
283522,Hinf_PBP3_BLA,1
283521,Ecol_EFTu_PLV,1
283520,Kpne_KpnF,1
283519,adeF,1
283518,adeF,1
283517,qacJ,1
283545,CRP,1
283515,Kpne_KpnH,1
283514,Hinf_PBP3_BLA,1
283513,aadA24,1
283512,AAC(6')-Ib7,1
283511,catI,1
283510,Kpne_KpnH,1
283509,aadA,1
283508,qacG,1
283507,tet(59),1
283516,tet(59),1
283544,adeF,1
283543,Kpne_KpnH,1
283542,Kpne_KpnF,1
283541,qacJ,1
283540,tet(59),1
283539,qacG,1
283538,aadA2,1
283537,linG,1
283536,qacJ,1
283525,Kpne_KpnH,1
283534,Sser_gyrB_FLO,1
283533,Ecol_EFTu_PLV,1
283532,AAC(6')-Ia,1
283531,ANT(2'')-Ia,1
283530,ANT(2'')-Ia,1
283529,sul1,1
283528,ANT(2'')-Ia,1
283527,Hinf_PBP3_BLA,1
283526,Kpne_KpnF,1
283535,linG,1
283640,Sser_gyrB_FLO,1
283639,Kpne_KpnH,1
283638,Ecol_EFTu_PLV,1
283637,Hinf_PBP3_BLA,1
283636,Kpne_KpnH,1
283635,CRP,1
283634,qacJ,1
283633,qacJ,1
283583,Ecol_EFTu_PLV,1
283631,Kpne_KpnF,1
283630,Ecol_EFTu_PLV,1
283629,Ecol_EFTu_PLV,1
283628,Ecol_EFTu_PLV,1
283627,Hinf_PBP3_BLA,1
283626,Kpne_KpnH,1
283625,tet(59),1
283624,floR,1
283623,CRP,1
283632,adeF,1
283660,adeF,1
283659,Kpne_KpnH,1
283658,Hinf_PBP3_BLA,1
283657,Ecol_EFTu_PLV,1
283656,Sser_gyrB_FLO,1
283655,Ecol_EFTu_PLV,1
283654,AAC(6')-Ib10,1
283653,OXA-10,1
283652,Kpne_KpnF,1
283641,qacJ,1
283650,adeF,1
283649,tet(59),1
283648,CRP,1
283647,Kpne_KpnH,1
283646,Hinf_PBP3_BLA,1
283645,Ecol_EFTu_PLV,1
283644,adeF,1
283643,Kpne_KpnH,1
283642,tet(59),1
283651,qacJ,1
283601,Ecol_EFTu_PLV,1
283600,Ecol_EFTu_PLV,1
283599,Hinf_PBP3_BLA,1
283598,Kpne_KpnH,1
283597,CRP,1
283596,adeF,1
283595,Ecol_EFTu_PLV,1
283594,Hinf_PBP3_BLA,1
283622,adeF,1
283592,Kpne_KpnH,1
283591,qacE,1
283590,Ecol_EFTu_PLV,1
283589,Hinf_PBP3_BLA,1
283588,Ecol_EFTu_PLV,1
283587,adeF,1
283586,adeF,1
283585,Kpne_KpnH,1
283584,CRP,1
283593,adeF,1
283621,Kpne_KpnF,1
283620,qacJ,1
283619,Ecol_EFTu_PLV,1
283618,Hinf_PBP3_BLA,1
283617,Kpne_KpnH,1
283616,adeF,1
283615,tet(59),1
283614,Ecol_EFTu_PLV,1
283613,Hinf_PBP3_BLA,1
283602,tet(59),1
283611,tet(59),1
283610,Kpne_KpnH,1
283609,Kpne_KpnF,1
283608,adeF,1
283607,CRP,1
283606,Ecol_EFTu_PLV,1
283605,Hinf_PBP3_BLA,1
283604,Kpne_KpnH,1
283603,CRP,1
283612,Ecol_EFTu_PLV,1
284027,nimJ,1
284026,Cdif_gyrB_FLO,1
284025,Cdif_gyrB_FLO,1
284024,nimJ,1
284023,cfrC,1
284022,CBP-1,1
284021,tet(36),1
284020,Cdif_gyrB_FLO,1
283815,Hinf_PBP3_BLA,1
284018,Cdif_gyrB_FLO,1
284017,tet(T),1
284016,Cdif_gyrB_FLO,1
284015,Cdif_gyrB_FLO,1
284014,tet(T),1
284013,Cdif_gyrB_FLO,1
284012,cfrC,1
284011,tet(36),1
284010,nimJ,1
284019,Cdif_gyrB_FLO,1
284046,cfrC,1
284045,nimJ,1
284044,Cdif_gyrB_FLO,1
284043,cfrC,1
284042,Cdif_gyrB_FLO,1
284041,nimJ,1
284040,cfrC,1
284039,tet(36),1
284028,tet(36),1
284037,Cdif_gyrB_FLO,1
284036,Cdif_gyrB_FLO,1
284035,cfrC,1
284034,tet(36),1
284033,Cdif_gyrB_FLO,1
284032,nimJ,1
284031,cfrC,1
284030,Cdif_gyrB_FLO,1
284029,ANT(3'')-IIa,1
284038,Cdif_gyrB_FLO,1
283988,adeF,1
283987,adeF,1
283986,adeF,1
283985,adeF,1
283984,adeF,1
283983,adeF,1
283982,adeF,1
283981,adeF,1
284009,CBP-1,1
283979,adeF,1
283978,AAC(6')-Ia,1
283977,ANT(2'')-Ia,1
283976,ANT(2'')-Ia,1
283975,Ecol_EFTu_PLV,1
283974,Ecol_EFTu_PLV,1
283973,Ecol_EFTu_PLV,1
283972,Ecol_EFTu_PLV,1
283971,adeF,1
283980,adeF,1
284008,Cdif_gyrB_FLO,1
284007,tet(36),1
284006,nimJ,1
284005,cfrC,1
284004,adeF,1
284003,adeF,1
284002,adeF,1
284001,adeF,1
284000,adeF,1
283989,adeF,1
283998,adeF,1
283997,adeF,1
283996,adeF,1
283995,adeF,1
283994,adeF,1
283993,adeF,1
283992,adeF,1
283991,adeF,1
283990,adeF,1
283999,adeF,1
284109,nimJ,1
284108,cfrC,1
284107,nimJ,1
284106,tet(36),1
284105,tet(T),1
284104,Cdif_gyrB_FLO,1
284103,Cdif_gyrB_FLO,1
284102,tet(36),1
284047,tet(36),1
284100,Cdif_gyrB_FLO,1
284099,nimJ,1
284098,cfrC,1
284097,tet(T),1
284096,Cdif_gyrB_FLO,1
284095,Cdif_gyrB_FLO,1
284094,nimJ,1
284093,tet(36),1
284092,tet(T),1
284101,nimJ,1
284128,cfrC,1
284127,tet(36),1
284126,nimJ,1
284125,Cdif_gyrB_FLO,1
284124,tet(36),1
284123,cfrC,1
284122,Cdif_gyrB_FLO,1
284121,cfrC,1
284110,cfrC,1
284119,Cdif_gyrB_FLO,1
284118,tet(T),1
284117,Cdif_gyrB_FLO,1
284116,cfrC,1
284115,tet(36),1
284114,nimJ,1
284113,Cdif_gyrB_FLO,1
284112,Cdif_gyrB_FLO,1
284111,Cdif_gyrB_FLO,1
284120,cfrC,1
284065,nimJ,1
284064,cfrC,1
284063,tet(36),1
284062,tet(36),1
284061,Cdif_gyrB_FLO,1
284060,cfrC,1
284059,Cdif_gyrB_FLO,1
284058,CBP-1,1
284091,tet(T),1
284056,tet(36),1
284055,nimJ,1
284054,cfrC,1
284053,tet(36),1
284052,Cdif_gyrB_FLO,1
284051,Cdif_gyrB_FLO,1
284050,Cdif_gyrB_FLO,1
284049,tet(36),1
284048,Cdif_gyrB_FLO,1
284057,cfrC,1
284090,tet(36),1
284089,Cdif_gyrB_FLO,1
284088,Cdif_gyrB_FLO,1
284087,tet(36),1
284086,cfrC,1
284085,tet(T),1
284084,Cdif_gyrB_FLO,1
284083,tet(36),1
284080,tet(36),1
284066,Cdif_gyrB_FLO,1
284078,cfrC,1
284077,Cdif_gyrB_FLO,1
284076,cfrC,1
284075,tet(36),1
284074,nimJ,1
284073,CBP-1,1
284072,Cdif_gyrB_FLO,1
284071,tet(36),1
284070,tet(T),1
284079,Cdif_gyrB_FLO,1
283872,Hinf_PBP3_BLA,1
283871,Kpne_KpnH,1
283870,CRP,1
283869,qacG,1
283868,adeF,1
283867,Hinf_PBP3_BLA,1
283866,MCR-4.3,1
283865,sul1,1
283970,Hinf_PBP3_BLA,1
283863,Kpne_KpnH,1
283862,tet(59),1
283861,adeF,1
283860,CRP,1
283859,Ecol_EFTu_PLV,1
283858,AAC(6')-Ib-cr4,1
283857,Ecol_EFTu_PLV,1
283856,Ecol_EFTu_PLV,1
283855,Ecol_EFTu_PLV,1
283864,Kpne_KpnF,1
283891,Ecol_EFTu_PLV,1
283890,QnrD1,1
283889,QnrD1,1
283888,Kpne_KpnH,1
283887,adeF,1
283886,Ecol_EFTu_PLV,1
283885,Ecol_EFTu_PLV,1
283884,Ecol_EFTu_PLV,1
283873,Ecol_EFTu_PLV,1
283882,tet(59),1
283881,BRP(MBL),1
283880,Kpne_KpnH,1
283879,adeF,1
283878,Kpne_KpnF,1
283877,qacG,1
283876,Ecol_EFTu_PLV,1
283875,Hinf_PBP3_BLA,1
283874,ANT(2'')-Ia,1
283883,Hinf_PBP3_BLA,1
283833,adeF,1
283832,adeF,1
283831,Kpne_KpnH,1
283830,linG,1
283829,Ecol_EFTu_PLV,1
283828,Hinf_PBP3_BLA,1
283827,tet(59),1
283826,adeF,1
283854,qacG,1
283824,sul1,1
283823,ANT(2'')-Ia,1
283822,Ecol_EFTu_PLV,1
283821,AAC(6')-Ib-cr4,1
283820,OXA-13,1
283819,Ecol_EFTu_PLV,1
283818,VEB-1,1
283817,ANT(2'')-Ia,1
283816,sul1,1
283825,ANT(2'')-Ia,1
283853,tet(59),1
283852,TEM-101,1
283851,sul1,1
283850,adeF,1
283849,Kpne_KpnH,1
283848,qacE,1
283847,Ecol_EFTu_PLV,1
283846,AAC(6')-Ia,1
283845,AAC(6')-Ia,1
283834,tet(59),1
283843,ANT(2'')-Ia,1
283842,Ecol_EFTu_PLV,1
283841,adeF,1
283840,qacJ,1
283839,Kpne_KpnH,1
283838,Ecol_EFTu_PLV,1
283837,Hinf_PBP3_BLA,1
283836,Ecol_EFTu_PLV,1
283835,Ecol_EFTu_PLV,1
283844,ANT(2'')-Ia,1
283949,Ecol_EFTu_PLV,1
283948,tet(59),1
283947,adeF,1
283946,Ecol_EFTu_PLV,1
283945,AAC(6')-Ia,1
283944,dfrA10,1
283943,dfrA10,1
283942,AAC(6')-Ia,1
283892,Hinf_PBP3_BLA,1
283940,sul1,1
283939,ANT(2'')-Ia,1
283938,Ecol_EFTu_PLV,1
283937,dfrA1,1
283936,Ecol_EFTu_PLV,1
283935,Hinf_PBP3_BLA,1
283934,Kpne_KpnH,1
283933,Ecol_EFTu_PLV,1
283932,Ecol_EFTu_PLV,1
283941,VEB-1,1
283969,Ecol_EFTu_PLV,1
283968,adeF,1
283967,Kpne_KpnH,1
283966,CRP,1
283965,adeF,1
283964,Ecol_EFTu_PLV,1
283963,AAC(6')-Ib8,1
283962,AAC(6')-Ib-cr4,1
283961,Ecol_EFTu_PLV,1
283950,Ecol_EFTu_PLV,1
283959,Ecol_EFTu_PLV,1
283958,Kpne_KpnH,1
283957,Ecol_EFTu_PLV,1
283956,Ecol_EFTu_PLV,1
283955,floR,1
283954,floR,1
283953,Ecol_EFTu_PLV,1
283952,qacG,1
283951,Ecol_EFTu_PLV,1
283960,Hinf_PBP3_BLA,1
283910,AAC(6')-Ia,1
283909,sul1,1
283908,Hinf_PBP3_BLA,1
283907,tet(59),1
283906,Kpne_KpnH,1
283905,DHA-3,1
