Prevalence Sequence ID,CARD Short Name,species_count
57943,mdtG,1
57734,kdpE,1
57733,acrB,1
57732,mdtM,1
57731,Ecol_nfsA_NIT,1
57730,AcrF,1
57729,Kpne_KpnE,1
57728,evgS,1
57727,acrD,1
57835,Ecol_MarR_MULT,1
57725,baeS,1
57724,acrB,1
57723,Ecol_rpoB_RIF,1
57722,mdtF,1
57721,mdtF,1
57720,AcrF,1
57719,PmrF,1
57718,mdtC,1
57717,Ecol_mdfA,1
57726,mdtA,1
57753,gadW,1
57752,mdtE,1
57751,Ecol_EFTu_PLV,1
57750,Ecol_EFTu_PLV,1
57749,Ecol_EFTu_PLV,1
57748,Ecol_EFTu_PLV,1
57747,Hinf_PBP3_BLA,1
57746,tet(A),1
57735,Ecol_mdfA,1
57744,CRP,1
57743,AcrF,1
57742,aadA,1
57741,TolC,1
57740,acrD,1
57739,baeS,1
57738,mdtB,1
57737,ugd,1
57736,Kpne_KpnF,1
57745,aadA17,1
57696,YojI,1
57695,Ecol_AcrR_MULT,1
57694,Ecol_EFTu_PLV,1
57693,Ecol_EFTu_PLV,1
57692,Ecol_EFTu_PLV,1
57691,Ecol_EFTu_PLV,1
57690,Hinf_PBP3_BLA,1
57689,acrD,1
57716,Ecol_AcrR_MULT,1
57687,emrR,1
57686,emrB,1
57685,mdtH,1
57684,emrK,1
57683,PmrF,1
57682,mdtP,1
57681,mdtP,1
57680,EC-5,1
57679,Ecol_EFTu_PLV,1
57688,Ecol_EFTu_PLV,1
57715,Ecol_EFTu_PLV,1
57714,acrD,1
57713,mdtA,1
57712,oqxB,1
57711,oqxA,1
57710,oqxB,1
57709,AAC(3)-IV,1
57708,CMY-59,1
57697,emrY,1
57706,TEM-150,1
57705,Ecol_nfsA_NIT,1
57704,Ecol_gyrA_FLO,1
57703,mdtM,1
57702,mdtB,1
57701,mdtC,1
57700,TEM-53,1
57699,APH(6)-Id,1
57698,evgS,1
57707,ugd,1
57812,AcrF,1
57811,Ecol_EFTu_PLV,1
57810,mdtC,1
57809,Ecol_EFTu_PLV,1
57807,aadA22,1
57806,aadA8,1
57805,TEM-234,1
57804,Ecol_AcrR_MULT,1
57754,mdtG,1
57802,mdtP,1
57801,AcrF,1
57800,evgS,1
57799,tetR,1
57798,APH(6)-Id,1
57797,mdtO,1
57796,YojI,1
57795,Ecol_mdfA,1
57794,Ecol_EFTu_PLV,1
57803,Ecol_mdfA,1
57834,Ecol_AcrR_MULT,1
57833,Ecol_GlpT_FOF,1
57832,evgS,1
57831,evgS,1
57829,AcrE,1
57828,mdtG,1
57827,aadA,1
57826,emrR,1
57813,kdpE,1
57822,mphB,1
57821,acrD,1
57820,aadA2,1
57819,Ecol_EFTu_PLV,1
57818,AcrE,1
57817,emrR,1
57816,tet(C),1
57815,Ecol_EFTu_PLV,1
57814,mdtF,1
57824,cpxA,1
57772,mdtG,1
57771,mdtC,1
57770,kdpE,1
57769,mdtG,1
57768,mdtC,1
57767,mdtC,1
57766,mdtB,1
57765,ugd,1
57793,evgS,1
57763,mdtP,1
57762,mdtE,1
57761,mdtE,1
57760,AAC(3)-IIe,1
57759,emrK,1
57758,H-NS,1
57757,Hinf_PBP3_BLA,1
57756,Ecol_EFTu_PLV,1
57755,eptA,1
57764,emrA,1
57792,AcrF,1
57791,Ecol_EFTu_PLV,1
57790,Ecol_EFTu_PLV,1
57789,Ecol_EFTu_PLV,1
57788,Ecol_mdfA,1
57787,evgS,1
57786,evgS,1
57785,mdtB,1
57784,mdtM,1
57773,mdtO,1
57782,mdtH,1
57781,mdtG,1
57780,mdtM,1
57779,EC-14,1
57778,mdtF,1
57777,emrY,1
57776,ugd,1
57775,Ecol_EFTu_PLV,1
57774,mdtM,1
57783,mdtO,1
56958,Ecol_EFTu_PLV,1
56957,Ecol_EFTu_PLV,1
56956,cpxA,1
56955,cpxA,1
56954,mdtO,1
56953,Ecol_acrA,1
56952,Ecol_acrA,1
56951,Ecol_EFTu_PLV,1
57365,AcrF,1
56949,AcrF,1
56948,mdtF,1
56947,mdtH,1
56946,mdtF,1
56945,mdtE,1
56944,evgS,1
56943,ugd,1
56942,evgS,1
56941,acrB,1
56950,mdtF,1
56977,acrB,1
56976,cpxA,1
56975,Kpne_KpnF,1
56974,Kpne_KpnE,1
56973,mdtA,1
56972,mdtB,1
56971,mdtC,1
56970,kdpE,1
56959,Ecol_emrE,1
56968,kdpE,1
56967,mdtF,1
56966,Ecol_emrE,1
56965,acrB,1
56964,Hinf_PBP3_BLA,1
56963,mdtN,1
56962,evgA,1
56961,mdtA,1
56960,mdtA,1
56969,Ecol_EFTu_PLV,1
56920,tet(A),1
56919,Ecol_EFTu_PLV,1
56918,mdtB,1
56917,mdtC,1
56916,mdtC,1
56915,emrK,1
56914,bacA,1
56913,Ecol_mdfA,1
56940,mdtB,1
56911,mdtP,1
56910,mdtO,1
56909,eptA,1
56908,EC-14,1
56907,mdtF,1
56906,PmrF,1
56905,mdtH,1
56904,acrB,1
56902,EC-18,1
56912,ugd,1
56939,mdtC,1
56938,baeS,1
56937,mdtF,1
56936,mdtC,1
56935,Ecol_mdfA,1
56934,evgS,1
56933,evgS,1
56932,emrK,1
56921,eptA,1
56930,acrD,1
56929,evgS,1
56928,EC-13,1
56927,mdtF,1
56926,emrY,1
56925,acrB,1
56924,mdtM,1
56923,Ecol_AcrR_MULT,1
56922,emrB,1
56931,emrY,1
57034,mdtP,1
57033,gadX,1
57032,gadX,1
57031,evgS,1
57030,evgS,1
57029,evgS,1
57028,evgS,1
57027,ugd,1
56978,Ecol_acrA,1
57025,msbA,1
57024,tet(C),1
57023,tet(A),1
57022,Ecol_EFTu_PLV,1
57021,Ecol_EFTu_PLV,1
57020,EC-8,1
57019,baeS,1
57018,mdtC,1
57017,mdtB,1
57026,mdtG,1
57053,Ecol_EFTu_PLV,1
57052,acrB,1
57051,Ecol_EFTu_PLV,1
57050,AcrF,1
57049,Ecol_soxS_MULT,1
57048,AcrF,1
57047,AcrE,1
57046,mdtN,1
57035,Ecol_EFTu_PLV,1
57044,baeS,1
57043,mdtC,1
57042,mdtB,1
57041,mdtA,1
57040,acrD,1
57039,emrA,1
57038,Ecol_EFTu_PLV,1
57037,Ecol_EFTu_PLV,1
57036,Ecol_EFTu_PLV,1
57045,YojI,1
56996,YojI,1
56995,mdtH,1
56994,Ecol_AcrR_MULT,1
56993,mdtE,1
56992,mdtF,1
56991,gadX,1
56990,TolC,1
56989,emrY,1
57016,mdtG,1
56987,Ecol_mdfA,1
56986,mdtP,1
56985,mdtO,1
56984,mdtN,1
56983,eptA,1
56982,EC-5,1
56981,emrB,1
56980,AcrE,1
56979,AcrF,1
56988,evgA,1
57015,AAC(6')-Ib-cr1,1
57014,Hinf_PBP3_BLA,1
57013,Ecol_EFTu_PLV,1
57012,Ecol_EFTu_PLV,1
57011,Ecol_EFTu_PLV,1
57010,Ecol_EFTu_PLV,1
57009,mdtP,1
57008,Hinf_PBP3_BLA,1
56997,mdtH,1
57006,mdtM,1
57005,Ecol_mdfA,1
57004,Ecol_EFTu_PLV,1
57003,Ecol_EFTu_PLV,1
57002,bacA,1
57001,mdtC,1
57000,emrB,1
56999,mdtP,1
56998,YojI,1
57007,Ecol_EFTu_PLV,1
56804,AcrF,1
56803,kdpE,1
56802,mdtH,1
56801,Ecol_soxR_MULT,1
56800,Ecol_AcrR_MULT,1
56799,Ecol_EFTu_PLV,1
56798,Ecol_EFTu_PLV,1
56797,mdtH,1
56901,Ecol_EFTu_PLV,1
56795,eptA,1
56794,mdtN,1
56793,mdtO,1
56792,mdtP,1
56791,kdpE,1
56790,acrD,1
56789,AcrF,1
56788,AcrS,1
56787,TolC,1
56796,EC-8,1
56823,mdtN,1
56822,acrB,1
56821,emrY,1
56820,AcrS,1
56819,AcrE,1
56818,marA,1
56817,acrD,1
56816,mdtM,1
56805,mdtO,1
56814,Hinf_PBP3_BLA,1
56813,AAC(6')-Ib-cr4,1
56812,cpxA,1
56811,PmrF,1
56810,CMY-71,1
56809,tet(B),1
56808,evgS,1
56807,CMY-132,1
56806,mdtO,1
56815,Ecol_AcrR_MULT,1
56766,YojI,1
56765,mdtC,1
56764,baeS,1
56763,Ecol_EFTu_PLV,1
56762,Ecol_EFTu_PLV,1
56761,Ecol_GlpT_FOF,1
56760,mdtB,1
56759,mdtC,1
56786,evgS,1
56757,evgS,1
56756,evgS,1
56755,Ecol_gyrA_FLO,1
56754,evgS,1
56753,AcrE,1
56752,ugd,1
56751,mdtG,1
56750,dfrA12,1
56748,rmtB,1
56758,emrK,1
56785,emrK,1
56784,emrY,1
56783,PmrF,1
56782,baeR,1
56781,baeS,1
56780,mdtC,1
56779,mdtB,1
56778,emrB,1
56767,mdtF,1
56776,cpxA,1
56775,gadX,1
56774,gadW,1
56773,mdtF,1
56772,bacA,1
56771,mdtC,1
56770,mdtF,1
56769,YojI,1
56768,mdtE,1
56777,acrB,1
56881,Ecol_EFTu_PLV,1
56880,emrK,1
56879,bacA,1
56878,TolC,1
56877,mdtO,1
56876,mdtB,1
56875,mdtC,1
56874,evgA,1
56824,Ecol_EFTu_PLV,1
56872,Ecol_EFTu_PLV,1
56871,mdtO,1
56870,eptA,1
56869,mdtB,1
56868,mdtC,1
56867,baeS,1
56866,gadX,1
56865,aadA8,1
56864,APH(6)-Id,1
56873,evgS,1
56900,emrY,1
56899,Ecol_soxS_MULT,1
56898,Ecol_EFTu_PLV,1
56897,Ecol_EFTu_PLV,1
56896,Ecol_EFTu_PLV,1
56895,Ecol_gyrA_FLO,1
56894,Hinf_PBP3_BLA,1
56893,Ecol_EFTu_PLV,1
56882,acrB,1
56891,AcrF,1
56890,emrB,1
56889,acrD,1
56888,YojI,1
56887,mdtH,1
56886,msbA,1
56885,Ecol_MarR_MULT,1
56884,Hinf_PBP3_BLA,1
56883,mdtC,1
56892,AcrF,1
56842,baeS,1
56841,TolC,1
56840,evgS,1
56839,gadX,1
56838,ugd,1
56837,Ecol_ampC_BLA,1
56836,AcrF,1
56835,mdtM,1
56863,Ecol_rpoB_RIF,1
56833,mdtG,1
56832,mdtH,1
56831,acrB,1
56830,acrB,1
56829,AcrF,1
56828,Ecol_mdfA,1
56827,mdtH,1
56826,AAC(6')-Ib7,1
56825,Ecol_MarR_MULT,1
56834,msbA,1
56862,evgS,1
56861,TEM-8,1
56860,evgS,1
56859,AcrS,1
56858,AcrS,1
56857,baeS,1
56856,mdtB,1
56855,mdtM,1
56854,AcrF,1
56843,Ecol_MarR_MULT,1
56852,baeS,1
56851,APH(3'')-Ib,1
56850,emrB,1
56849,emrY,1
56848,YojI,1
56847,mdtC,1
56846,acrD,1
56845,acrB,1
56844,mdtF,1
56853,YojI,1
57266,Ecol_soxR_MULT,1
57265,Hinf_PBP3_BLA,1
57264,Ecol_GlpT_FOF,1
57263,Ecol_EFTu_PLV,1
57262,Ecol_cyaA_FOF,1
57260,eptA,1
57259,YojI,1
57258,PmrF,1
57054,Ecol_EFTu_PLV,1
57256,emrK,1
57255,evgS,1
57254,Ecol_mdfA,1
57253,sul1,1
57252,msbA,1
57251,mdtG,1
57250,mdtH,1
57249,tet(A),1
57248,AcrF,1
57257,emrY,1
57286,emrB,1
57285,emrA,1
57284,mdtB,1
57283,Ecol_AcrR_MULT,1
57282,Ecol_AcrR_MULT,1
57281,Ecol_soxR_MULT,1
57280,Ecol_gyrA_FLO,1
57279,YojI,1
57267,aadA5,1
57277,acrD,1
57275,Kpne_KpnF,1
57274,mdtN,1
57273,mdtO,1
57272,mdtA,1
57271,mdtC,1
57270,acrB,1
57269,mdtO,1
57268,CRP,1
57278,MCR-1.7,1
57227,mdtF,1
57226,CRP,1
57225,acrB,1
57224,Ecol_acrA,1
57223,mdtP,1
57222,baeS,1
57221,gadX,1
57220,acrD,1
57247,AcrS,1
57218,mdtG,1
57217,Ecol_EFTu_PLV,1
57216,Ecol_EFTu_PLV,1
57215,Ecol_EFTu_PLV,1
57214,Ecol_EFTu_PLV,1
57213,mdtP,1
57212,mdtF,1
57211,TolC,1
57210,acrD,1
57219,evgS,1
57246,TolC,1
57245,kdpE,1
57244,acrB,1
57243,Ecol_ampC_BLA,1
57242,emrB,1
57241,emrA,1
57240,Kpne_KpnE,1
57239,ugd,1
57228,gadX,1
57237,mdtC,1
57236,baeS,1
57235,baeR,1
57234,mdtO,1
57233,mdtM,1
57232,acrD,1
57231,mdtP,1
57230,mdtP,1
57229,mdtO,1
57238,mdtB,1
57345,mdtC,1
57344,Ecol_EFTu_PLV,1
57343,Ecol_EFTu_PLV,1
57342,Ecol_emrE,1
57341,floR,1
57340,CARB-53,1
57339,aadA8,1
57338,AcrF,1
57287,cpxA,1
57336,pp-flo,1
57335,Ecol_acrA,1
57334,AAC(3)-Ib,1
57333,Ecol_EFTu_PLV,1
57332,mdtG,1
57331,mdtH,1
57330,mdtH,1
57329,mdtC,1
57328,acrD,1
57337,mdtP,1
57364,Ecol_mdfA,1
57363,Ecol_mdfA,1
57362,mdtN,1
57361,Kpne_KpnE,1
57360,YojI,1
57359,mdtB,1
57358,acrB,1
57357,Ecol_EFTu_PLV,1
57346,emrB,1
57355,Ecol_16rrsB_SPT,1
57354,ugd,1
57353,evgA,1
57352,Ecol_gyrA_FLO,1
57351,baeR,1
57350,mdtP,1
57349,EC-8,1
57348,acrB,1
57347,Ecol_gyrA_FLO,1
57356,emrY,1
57305,Ecol_EFTu_PLV,1
57304,mdtA,1
57303,AcrF,1
57302,Ecol_AcrR_MULT,1
57301,Ecol_MarR_MULT,1
57300,Ecol_EFTu_PLV,1
57299,EC-15,1
57298,acrD,1
57327,mdtN,1
57296,TEM-1,1
57295,mdtC,1
57294,Ecol_EFTu_PLV,1
57293,Ecol_EFTu_PLV,1
57292,emrY,1
57291,kdpE,1
57290,marA,1
57289,marA,1
57288,Kpne_KpnE,1
57297,mdtO,1
57326,mdtN,1
57325,emrY,1
57324,mdtC,1
57323,acrD,1
57322,mdtC,1
57321,baeR,1
57320,YojI,1
57319,PmrF,1
57318,marA,1
57306,AcrE,1
57316,Ecol_GlpT_FOF,1
57314,Ecol_AcrR_MULT,1
57313,acrD,1
57312,mdtM,1
57311,AcrF,1
57310,AcrS,1
57309,mdtB,1
57308,emrY,1
57307,YojI,1
57317,AcrE,1
57111,TEM-53,1
57110,TEM-86,1
57109,TEM-26,1
57108,TEM-96,1
57107,TEM-110,1
57106,TEM-9,1
57105,TEM-26,1
57104,TEM-167,1
57209,emrY,1
57102,TEM-133,1
57101,TEM-12,1
57100,TEM-6,1
57099,TEM-24,1
57098,TEM-149,1
57097,TEM-227,1
57096,TEM-86,1
57095,TEM-8,1
57094,TEM-110,1
57103,TEM-154,1
57130,TEM-63,1
57129,TEM-104,1
57128,TEM-187,1
57127,TEM-120,1
57126,TEM-4,1
57125,TEM-162,1
57124,TEM-81,1
57123,TEM-9,1
57112,TEM-9,1
57121,TEM-22,1
57120,TEM-187,1
57119,TEM-4,1
57118,TEM-4,1
57117,TEM-138,1
57116,TEM-88,1
57115,TEM-131,1
57114,TEM-242,1
57113,TEM-9,1
57122,TEM-142,1
57073,ugd,1
57072,emrK,1
57071,emrY,1
57070,kdpE,1
57069,evgS,1
57068,H-NS,1
57067,emrR,1
57066,evgS,1
57093,TEM-9,1
57063,CRP,1
57062,emrK,1
57061,gadX,1
57060,mdtN,1
57059,YojI,1
57058,sul2,1
57057,Hinf_PBP3_BLA,1
57056,ugd,1
57055,emrA,1
57065,YojI,1
57092,TEM-15,1
57091,TEM-10,1
57090,TEM-131,1
57089,TEM-86,1
57088,TEM-63,1
57087,TEM-133,1
57086,TEM-110,1
57085,TEM-63,1
57074,YojI,1
57083,TEM-9,1
57082,TEM-4,1
57081,TEM-9,1
57080,TEM-9,1
57079,TEM-9,1
57078,TEM-9,1
57077,TEM-9,1
57076,TEM-9,1
57075,emrY,1
57084,TEM-110,1
57189,mdtO,1
57188,mdtN,1
57187,YojI,1
57186,baeR,1
57185,baeS,1
57184,mdtC,1
57183,mdtB,1
57182,mdtA,1
57131,TEM-9,1
57180,evgS,1
57179,kdpE,1
57178,acrB,1
57177,Kpne_KpnE,1
57176,mdtM,1
57175,mdtH,1
57174,mdtG,1
57173,acrD,1
57172,emrA,1
57181,emrY,1
57208,YojI,1
57207,baeR,1
57206,mdtC,1
57205,mdtB,1
57204,Kpne_KpnF,1
57203,mdtH,1
57202,Ecol_mdfA,1
57201,Ecol_acrA,1
57190,mdtP,1
57199,Ecol_EFTu_PLV,1
57198,dfrA17,1
57197,mdtB,1
57196,mdtB,1
57195,Hinf_PBP3_BLA,1
57194,Ecol_GlpT_FOF,1
57193,Mmor_gyrB_FLO,1
57192,TolC,1
57191,mdtF,1
57200,acrB,1
57149,TEM-121,1
57148,TEM-187,1
57147,TEM-98,1
57146,TEM-113,1
57145,TEM-205,1
57144,TEM-242,1
57143,TEM-99,1
57142,TEM-54,1
57171,Ecol_EFTu_PLV,1
57140,TEM-136,1
57139,TEM-156,1
57138,TEM-11,1
57137,TEM-110,1
57136,TEM-110,1
57135,TEM-8,1
57134,TEM-5,1
57133,TEM-48,1
57132,TEM-110,1
57141,TEM-59,1
57170,Hinf_PBP3_BLA,1
57169,msbA,1
57168,mdtH,1
57167,acrB,1
57166,emrR,1
57165,mdtM,1
57164,Ecol_EFTu_PLV,1
57163,Ecol_EFTu_PLV,1
57162,Ecol_EFTu_PLV,1
57150,TEM-212,1
57159,mdtA,1
57158,mdtB,1
57157,mdtF,1
57156,evgS,1
57155,emrK,1
57154,baeS,1
57153,gadX,1
57152,TEM-110,1
57151,TEM-110,1
57160,mdtN,1
58824,Ecol_GlpT_FOF,1
58823,eptA,1
58822,AcrE,1
58821,AcrE,1
58820,acrB,1
58819,mdtC,1
58818,msbA,1
58817,msbA,1
57990,AcrF,1
58815,CMY-174,1
58814,Ecol_EFTu_PLV,1
58813,ANT(3'')-IIa,1
58811,APH(3')-Ia,1
58810,APH(3')-Ia,1
58808,mdtB,1
58806,APH(6)-Id,1
58805,AcrF,1
58804,Ecol_GlpT_FOF,1
58816,CMY-173,1
58844,Ecol_EFTu_PLV,1
58843,CMY-160,1
58842,sul1,1
58841,baeR,1
58840,sul3,1
58838,APH(3'')-Ib,1
58837,APH(3'')-Ib,1
58836,sul2,1
58825,Ecol_EFTu_PLV,1
58834,mdtF,1
58833,AcrF,1
58832,emrB,1
58831,mdtN,1
58830,mdtO,1
58829,acrD,1
58828,TolC,1
58827,Kpne_KpnF,1
58826,evgS,1
58835,kdpE,1
58781,EC-5,1
58780,emrA,1
58779,KPC-82,1
58778,baeS,1
58777,baeS,1
58776,KPC-77,1
58775,cpxA,1
58774,cpxA,1
58803,mdtB,1
58772,mdtB,1
58771,Hpyl_23S_CLR,1
58770,Ecol_GlpT_FOF,1
58769,Ecol_acrA,1
58768,emrB,1
58767,emrA,1
58766,acrB,1
58765,Ecol_acrA,1
58764,acrD,1
58773,mdtB,1
58802,Ecol_acrA,1
58801,evgS,1
58800,acrD,1
58799,mdtP,1
58798,mdtO,1
58797,eptA,1
58796,mdtM,1
58795,Ecol_mdfA,1
58782,KPC-72,1
58793,AcrF,1
58792,AcrF,1
58791,TolC,1
58790,mdtN,1
58789,OXA-1,1
58787,OXA-1,1
58785,tetR,1
58784,Hinf_PBP3_BLA,1
58783,Ecol_gyrA_FLO,1
58794,TolC,1
58902,emrB,1
58901,acrD,1
58900,baeR,1
58899,mdtC,1
58898,mdtB,1
58897,mdtA,1
58896,Kpne_KpnF,1
58895,mdtG,1
58845,Ecol_mdfA,1
58893,kdpE,1
58892,acrB,1
58891,AcrF,1
58890,mdtC,1
58889,mdtF,1
58887,Ecol_EFTu_PLV,1
58886,TolC,1
58885,bacA,1
58884,Ecol_EFTu_PLV,1
58894,msbA,1
58921,Ecol_EFTu_PLV,1
58920,Ecol_EFTu_PLV,1
58919,Ecol_EFTu_PLV,1
58918,Ecol_EFTu_PLV,1
58917,YojI,1
58916,APH(3'')-Ib,1
58915,Ecol_EFTu_PLV,1
58914,TEM-70,1
58903,AcrS,1
58912,Hinf_PBP3_BLA,1
58911,Ecol_cyaA_FOF,1
58910,Ecol_GlpT_FOF,1
58909,mdtM,1
58908,eptA,1
58907,mdtO,1
58906,cpxA,1
58905,AcrF,1
58904,AcrE,1
58913,TEM-1,1
58863,mdtG,1
58862,AcrS,1
58861,mdtF,1
58860,APH(6)-Id,1
58859,Ecol_mdfA,1
58858,mdtN,1
58857,AcrF,1
58856,CTX-M-166,1
58883,Ecol_AcrR_MULT,1
58854,EC-13,1
58853,AcrF,1
58852,Ecol_EFTu_PLV,1
58851,mdtC,1
58850,PmrF,1
58849,evgA,1
58848,mdtO,1
58847,cpxA,1
58846,mdtA,1
58855,Ecol_EFTu_PLV,1
58882,mdtC,1
58881,mdtB,1
58880,Ecol_EFTu_PLV,1
58879,Ecol_UhpT_FOF,1
58878,emrY,1
58877,mdtP,1
58876,mdtO,1
58875,mdtH,1
58864,AcrF,1
58873,Kpne_KpnF,1
58872,mdtC,1
58871,mdtB,1
58870,H-NS,1
58869,evgS,1
58868,kdpE,1
58867,mdtF,1
58866,gadX,1
58865,AcrE,1
58874,acrD,1
58666,Ecol_EFTu_PLV,1
58665,Ecol_GlpT_FOF,1
58664,Ecol_emrE,1
58663,Ecol_emrE,1
58662,Ecol_emrE,1
58661,Ecol_emrE,1
58660,mdtO,1
58659,Ecol_EFTu_PLV,1
58763,mdtP,1
58657,Ecol_EFTu_PLV,1
58656,gadX,1
58655,dfrA17,1
58654,evgS,1
58653,acrD,1
58652,emrY,1
58651,dfrA17,1
58650,evgS,1
58649,emrY,1
58658,Ecol_EFTu_PLV,1
58685,mdtC,1
58684,mdtB,1
58683,Ecol_EFTu_PLV,1
58682,Kpne_KpnH,1
58681,acrB,1
58680,emrB,1
58679,baeR,1
58678,Ecol_EFTu_PLV,1
58667,mdtB,1
58676,sul2,1
58675,mdtN,1
58674,cpxA,1
58673,acrD,1
58672,acrD,1
58671,emrY,1
58670,eptA,1
58669,mdtG,1
58668,mdtA,1
58677,Ecol_gyrA_FLO,1
58628,mdtO,1
58627,mdtP,1
58626,AcrF,1
58625,mdtE,1
58624,Ecol_mdfA,1
58623,PmrF,1
58622,evgS,1
58621,evgA,1
58648,acrD,1
58619,mdtH,1
58618,mdtG,1
58617,acrD,1
58616,mdtB,1
58615,mdtC,1
58614,baeS,1
58613,baeR,1
58612,gadW,1
58611,Ecol_gyrA_FLO,1
58620,emrY,1
58647,eptA,1
58646,ugd,1
58645,Ecol_AcrR_MULT,1
58644,kdpE,1
58643,ugd,1
58642,mdtB,1
58641,baeR,1
58640,acrD,1
58629,mdtN,1
58638,Ecol_GlpT_FOF,1
58637,mdtG,1
58636,msbA,1
58635,mdtO,1
58634,gadX,1
58633,YojI,1
58632,mdtF,1
58631,mdtC,1
58630,Ecol_GlpT_FOF,1
58639,Ecol_EFTu_PLV,1
58743,AcrF,1
58742,mdtH,1
58741,msbA,1
58740,Ecol_mdfA,1
58739,Ecol_AcrR_MULT,1
58738,Ecol_EFTu_PLV,1
58737,Ecol_EFTu_PLV,1
58736,Ecol_EFTu_PLV,1
58686,baeS,1
58734,evgA,1
58733,mdtC,1
58732,Ecol_EFTu_PLV,1
58731,Ecol_cyaA_FOF,1
58730,acrB,1
58729,eptA,1
58728,AcrE,1
58727,bacA,1
58726,AcrF,1
58735,kdpE,1
58762,mdtO,1
58761,mdtN,1
58760,eptA,1
58759,EC-15,1
58758,mdtM,1
58757,mdtE,1
58756,mdtF,1
58755,evgS,1
58744,AcrE,1
58753,emrY,1
58752,baeR,1
58751,baeS,1
58750,mdtC,1
58749,mdtB,1
58748,mdtA,1
58747,Kpne_KpnF,1
58746,TolC,1
58745,AcrS,1
58754,emrK,1
58704,acrB,1
58703,AcrF,1
58702,AcrS,1
58701,acrD,1
58700,EC-8,1
58699,emrA,1
58698,AcrS,1
58697,Ecol_AcrR_MULT,1
58725,mdtB,1
58695,AcrF,1
58694,mdtA,1
58693,mdtO,1
58692,AcrF,1
58691,Ecol_AcrR_MULT,1
58690,Ecol_AcrR_MULT,1
58689,AcrF,1
58688,AcrF,1
58687,evgS,1
58696,mdtA,1
58724,acrD,1
58723,emrK,1
58722,mdtC,1
58721,Ecol_EFTu_PLV,1
58720,AAC(6')-Ib7,1
58719,mdtF,1
58718,mdtF,1
58717,APH(6)-Id,1
58716,mdtC,1
58705,CRP,1
58714,acrD,1
58713,acrD,1
58712,tet(B),1
58711,evgS,1
58710,evgS,1
58709,mdtA,1
58708,Ecol_EFTu_PLV,1
58707,AcrF,1
58706,AcrF,1
58715,APH(3'')-Ib,1
59133,YojI,1
59132,mdtB,1
59131,mdtC,1
59130,YojI,1
59129,acrD,1
59128,mdtA,1
59127,acrD,1
59126,cpxA,1
58922,Ecol_EFTu_PLV,1
59124,EC-13,1
59123,emrY,1
59122,AcrF,1
59121,tetR,1
59120,aadA16,1
59119,QnrB18,1
59117,catI,1
59116,Ecol_EFTu_PLV,1
59115,mdtN,1
59125,AcrE,1
59152,mdtN,1
59151,acrB,1
59150,kdpE,1
59149,mdtN,1
59148,mdtO,1
59147,mdtF,1
59146,acrD,1
59145,acrD,1
59134,mdtA,1
59143,mdtF,1
59142,PmrF,1
59141,acrB,1
59140,baeS,1
59139,mdtN,1
59138,emrY,1
59137,dfrA1,1
59136,mdtF,1
59135,Ecol_GlpT_FOF,1
59144,mdtB,1
59093,emrY,1
59092,acrD,1
59091,evgS,1
59090,AcrS,1
59089,emrA,1
59088,acrD,1
59087,Ecol_EFTu_PLV,1
59086,EC-13,1
59114,YojI,1
59084,Hinf_PBP3_BLA,1
59083,eptA,1
59082,EC-15,1
59081,mdtF,1
59080,mdtC,1
59079,mdtB,1
59078,mdtO,1
59077,emrA,1
59076,emrB,1
59085,baeS,1
59113,kdpE,1
59112,Ecol_GlpT_FOF,1
59111,Ecol_EFTu_PLV,1
59110,YojI,1
59109,PmrF,1
59108,mdtE,1
59106,mdtM,1
59105,kdpE,1
59094,cpxA,1
59103,AcrF,1
59102,AcrE,1
59101,AcrS,1
59100,baeS,1
59099,Ecol_gyrA_FLO,1
59098,mdtE,1
59097,mdtB,1
59096,eptA,1
59095,emrB,1
59104,emrB,1
59210,Ecol_EFTu_PLV,1
59209,evgS,1
59208,evgS,1
59207,evgS,1
59206,mdtG,1
59205,CTX-M-199,1
59204,norC,1
59203,Ecol_soxR_MULT,1
59153,evgS,1
59201,APH(6)-Id,1
59200,EC-13,1
59199,AcrF,1
59198,mdtM,1
59197,emrA,1
59196,mdtO,1
59195,mdtA,1
59194,mdtO,1
59193,eptA,1
59202,Ecol_gyrA_FLO,1
59229,evgS,1
59228,acrD,1
59227,Ecol_mdfA,1
59226,msbA,1
59225,AcrS,1
59224,mdtH,1
59223,ugd,1
59222,Ecol_EFTu_PLV,1
59211,YojI,1
59220,Ecol_EFTu_PLV,1
59219,Ecol_gyrA_FLO,1
59218,Cdif_23S_MULT,1
59217,Hinf_PBP3_BLA,1
59216,emrA,1
59215,emrY,1
59214,mdtA,1
59213,Ecol_MarR_MULT,1
59212,Ecol_gyrA_FLO,1
59221,Ecol_EFTu_PLV,1
59172,msbA,1
59171,YojI,1
59169,emrK,1
59168,evgS,1
59167,mdtH,1
59166,kdpE,1
59165,EC-15,1
59164,mdtB,1
59192,Ecol_MarR_MULT,1
59162,cpxA,1
59161,mdtO,1
59160,mdtP,1
59159,bacA,1
59158,Ecol_mdfA,1
59157,baeR,1
59156,baeS,1
59155,acrD,1
59154,emrA,1
59163,mdtC,1
59191,catB3,1
59190,Ecol_GlpT_FOF,1
59189,mdtN,1
59188,eptA,1
59187,emrY,1
59186,emrK,1
59185,emrY,1
59184,emrK,1
59173,bacA,1
59182,mdtH,1
